architecture,dropout,lr,node_features,train_mse,test_mse
8,0.0,0.03,overview,317.91922229564807,318.7888415840525
8,0.0,0.03,overview,303.5377205690091,304.9351079468913
8,0.0,0.03,overview,287.5045026865733,289.4802597879246
8,0.0,0.03,overview,267.88760452968916,270.54357032831535
8,0.0,0.03,overview,245.04117858539146,248.4404370410982
8,0.0,0.03,overview,219.48890661427072,223.63822352767644
8,0.0,0.03,overview,191.93187589168255,196.7630630354865
8,0.0,0.03,overview,163.27105784003726,168.62111967597664
8,0.0,0.03,overview,134.62990689905095,140.23021792489578
8,0.0,0.03,overview,107.36873551880788,112.83530691823314
8,0.0,0.03,overview,83.071803306117,87.89510363321126
8,0.0,0.03,overview,63.476279519546125,67.02106234367292
8,0.0,0.03,overview,50.280712907187045,51.81499937055763
8,0.0,0.03,overview,44.730569650763044,43.51539255939074
8,0.0,0.03,overview,46.8857790325562,42.359434264030455
8,0.0,0.03,overview,54.79335852255142,46.83395966521855
8,0.0,0.03,overview,64.51053114381259,53.630053547282
8,0.0,0.03,overview,71.78193283506192,59.047003914065385
8,0.0,0.03,overview,74.12110056955943,60.82282512547143
8,0.0,0.03,overview,71.38563097483463,58.7026602590056
8,0.0,0.03,overview,64.99279676864691,53.802365743819195
8,0.0,0.03,overview,56.90403030595234,47.733507293342214
8,0.0,0.03,overview,48.922266911030654,41.98298896676447
8,0.0,0.03,overview,42.33306439257938,37.59068406753068
8,0.0,0.03,overview,37.79385391076754,35.048434765965744
8,0.0,0.03,overview,35.386522697177796,34.34731033998798
8,0.0,0.03,overview,34.7674506858974,35.113583719491764
8,0.0,0.03,overview,35.356546851584625,36.779475085357035
8,0.0,0.03,overview,36.51449340575383,38.74197932752555
8,0.0,0.03,overview,37.674268102322074,40.479121976034484
8,0.0,0.03,overview,38.41572122211283,41.614082160507486
8,0.0,0.03,overview,38.49070979910412,41.93467739190731
8,0.0,0.03,overview,37.81483513822533,41.38322087913142
8,0.0,0.03,overview,36.44115265701939,40.030833582303714
8,0.0,0.03,overview,34.526090730803816,38.04539614669178
8,0.0,0.03,overview,32.29251572474753,35.65739186282817
8,0.0,0.03,overview,29.991566234540052,33.12484813980011
8,0.0,0.03,overview,27.863995338767896,30.697795538060767
8,0.0,0.03,overview,26.10290162789745,28.58374081148826
8,0.0,0.03,overview,24.822070945776925,26.917841027302842
8,0.0,0.03,overview,24.03642066880016,25.743627126707867
8,0.0,0.03,overview,23.661493690381207,25.01068117420418
8,0.0,0.03,overview,23.53591263270543,24.593079416634268
8,0.0,0.03,overview,23.46389603943862,24.32635957231506
8,0.0,0.03,overview,23.266760692075014,24.0533570220039
8,0.0,0.03,overview,22.82734942787188,23.66457856798727
8,0.0,0.03,overview,22.1132248247526,23.12024610758628
8,0.0,0.03,overview,21.172852871967322,22.448507794379726
8,0.0,0.03,overview,20.109351880398048,21.72359611775259
8,0.0,0.03,overview,19.0434752982146,21.034187706184447
