architecture,dropout,lr,node_features,train_mse,test_mse
16,0.3,0.03,keywords,320.61634699566866,318.7814293041163
16,0.3,0.03,keywords,308.9373605878524,307.41600763715707
16,0.3,0.03,keywords,295.1080938767034,294.0632689865763
16,0.3,0.03,keywords,278.13725530267885,277.14717138281753
16,0.3,0.03,keywords,257.8971559870687,258.3109025003256
16,0.3,0.03,keywords,235.9493129635643,234.45726445578836
16,0.3,0.03,keywords,209.3616048172519,210.7532166468484
16,0.3,0.03,keywords,183.78307794289543,185.19837245336308
16,0.3,0.03,keywords,155.7775802484091,155.6508250513367
16,0.3,0.03,keywords,125.86388921894195,130.1565507637132
16,0.3,0.03,keywords,101.04531810030844,104.35406816659072
16,0.3,0.03,keywords,76.78632621477229,79.09340181537766
16,0.3,0.03,keywords,55.39689920121597,59.72053446961415
16,0.3,0.03,keywords,40.37135318925693,41.26131997723271
16,0.3,0.03,keywords,30.7036001338506,33.04872706106476
16,0.3,0.03,keywords,28.41379890603664,28.652951775279725
16,0.3,0.03,keywords,31.698207730980634,31.718664713905042
16,0.3,0.03,keywords,38.96611023364779,37.7412864928844
16,0.3,0.03,keywords,50.098717144297765,45.70294914673673
16,0.3,0.03,keywords,55.18934277659392,55.367134602610186
16,0.3,0.03,keywords,55.17832764549188,48.96228870677999
16,0.3,0.03,keywords,53.66880301422174,49.06162038630684
16,0.3,0.03,keywords,49.28979575094924,42.49661950093554
16,0.3,0.03,keywords,40.77745510559807,37.74107616468406
16,0.3,0.03,keywords,34.565377507446485,33.46978679539313
16,0.3,0.03,keywords,28.870629546584727,27.020724700225873
16,0.3,0.03,keywords,23.44659585820287,22.690347041152087
16,0.3,0.03,keywords,21.06368241158589,21.38039668658162
16,0.3,0.03,keywords,20.85669445023493,23.634661382085575
16,0.3,0.03,keywords,20.11843103115497,22.12448093757647
16,0.3,0.03,keywords,21.974995927248578,26.26174422195045
16,0.3,0.03,keywords,22.828586740623585,25.748268581844894
16,0.3,0.03,keywords,23.243486242379692,25.09507034199435
16,0.3,0.03,keywords,24.372041067441224,25.31241799250579
16,0.3,0.03,keywords,23.59256491752445,27.68985323407988
16,0.3,0.03,keywords,21.94377791956574,27.877423540731197
16,0.3,0.03,keywords,21.518991910871968,23.820566719221056
16,0.3,0.03,keywords,20.509786996270375,21.821177988521693
16,0.3,0.03,keywords,19.060071489431305,21.526951219462575
16,0.3,0.03,keywords,17.202860272286497,19.26726899586152
16,0.3,0.03,keywords,15.791265252637201,19.65760222727354
16,0.3,0.03,keywords,15.314290632219183,17.26059866597236
16,0.3,0.03,keywords,15.02513544858212,18.54071687626499
16,0.3,0.03,keywords,15.229959355451209,20.21489230527155
16,0.3,0.03,keywords,15.145679092845047,16.281279053134714
16,0.3,0.03,keywords,13.750577657119312,19.55561689354198
16,0.3,0.03,keywords,14.474466722343555,16.143758178346513
16,0.3,0.03,keywords,13.024564525259393,16.54899654916805
16,0.3,0.03,keywords,12.943690450055383,15.69926983364797
16,0.3,0.03,keywords,13.487126569977201,14.620858290597614
16,0.3,0.03,keywords,12.317084894664909,13.850260299115048
16,0.3,0.03,keywords,11.465086599124922,14.063105587277123
16,0.3,0.03,keywords,11.991471349007535,15.49057737160302
16,0.3,0.03,keywords,10.963383896378318,13.415881403073499
16,0.3,0.03,keywords,11.655469099209634,13.994978072203061
16,0.3,0.03,keywords,10.920446021271871,14.311578976399094
16,0.3,0.03,keywords,10.71768103016825,14.204299351199026
16,0.3,0.03,keywords,10.166731325873837,13.20050336873948
16,0.3,0.03,keywords,9.485323520068876,13.245619055505253
16,0.3,0.03,keywords,9.305356678493588,12.035408626245166
16,0.3,0.03,keywords,8.931547556445016,11.401133532882774
16,0.3,0.03,keywords,9.264274865452972,14.71600170802136
16,0.3,0.03,keywords,8.734850139362928,12.224472032250555
16,0.3,0.03,keywords,8.162412544823049,12.099593880127303
16,0.3,0.03,keywords,8.254022988646577,12.111765875280682
16,0.3,0.03,keywords,8.1070638923868,10.452418803113666
16,0.3,0.03,keywords,7.937765878341924,10.575140014886607
16,0.3,0.03,keywords,7.694420220170918,11.103751349064016
16,0.3,0.03,keywords,7.38355876433051,10.86587541781873
16,0.3,0.03,keywords,7.292193593844452,10.370988808575692
16,0.3,0.03,keywords,7.238905992879415,9.813778148159795
16,0.3,0.03,keywords,6.779512850959931,10.949933258150956
16,0.3,0.03,keywords,6.500805921022883,11.23096134826451
16,0.3,0.03,keywords,6.238182893417918,9.540455028845484
16,0.3,0.03,keywords,6.147039185857751,9.863781362088115
16,0.3,0.03,keywords,5.594488354727208,9.403696366798233
16,0.3,0.03,keywords,5.838559979231347,10.136540007976157
16,0.3,0.03,keywords,5.277238465127617,8.689660820408635
16,0.3,0.03,keywords,5.316481647405627,8.38087135354595
16,0.3,0.03,keywords,5.0512810062226805,8.211378305745601
16,0.3,0.03,keywords,5.001786451049541,8.059620010828604
16,0.3,0.03,keywords,4.753696635492091,7.981860223276253
16,0.3,0.03,keywords,4.6464229597552915,7.477438411138475
16,0.3,0.03,keywords,4.381369764734149,7.989957962236652
16,0.3,0.03,keywords,4.237309668885873,6.759195563493735
16,0.3,0.03,keywords,3.8784117777755407,7.160515294057464
16,0.3,0.03,keywords,3.9940709108589756,6.2688370827933975
16,0.3,0.03,keywords,3.587005287176215,6.230048877183245
16,0.3,0.03,keywords,3.423894297646008,6.834822425770787
16,0.3,0.03,keywords,3.2708058847776753,6.902184616999418
16,0.3,0.03,keywords,3.227283943870265,6.225587488417037
16,0.3,0.03,keywords,3.1427894932686584,5.817309185645033
16,0.3,0.03,keywords,2.794801437346539,5.385806276826414
16,0.3,0.03,keywords,2.769458102396569,5.667923764704281
16,0.3,0.03,keywords,2.6712506512042533,5.421528331892274
16,0.3,0.03,keywords,2.4601952271752277,4.770094696165141
16,0.3,0.03,keywords,2.221247259842964,4.799396655079113
16,0.3,0.03,keywords,2.1424950273925694,4.417357646177108
16,0.3,0.03,keywords,2.223248756376043,4.513119147368903
16,0.3,0.03,keywords,2.053771034442896,4.389699221446241
16,0.3,0.03,keywords,1.907058587763159,3.952049877997079
16,0.3,0.03,keywords,1.8746505426806321,3.6728246049716953
16,0.3,0.03,keywords,1.8234402166271741,3.1783391668757797
16,0.3,0.03,keywords,1.757597668243712,3.471963042458329
16,0.3,0.03,keywords,1.726150984613101,3.404016636895756
16,0.3,0.03,keywords,1.7768834713008677,3.277230942391934
16,0.3,0.03,keywords,1.4962932249725176,3.08161954341456
16,0.3,0.03,keywords,1.607462568699322,2.9051815762702122
16,0.3,0.03,keywords,1.4887148307331366,2.7692956028799927
16,0.3,0.03,keywords,1.496168289377507,2.915110444679149
16,0.3,0.03,keywords,1.3653591143292996,2.6958412661061835
16,0.3,0.03,keywords,1.365551378103614,2.816094447044092
16,0.3,0.03,keywords,1.3625588973434142,3.0019566527845525
16,0.3,0.03,keywords,1.436680330897651,2.55059419666125
16,0.3,0.03,keywords,1.2592266852662353,2.48286648347935
16,0.3,0.03,keywords,1.2441542758159696,2.8311449881133037
16,0.3,0.03,keywords,1.2602097263707592,2.536888294233549
16,0.3,0.03,keywords,1.1175500833687253,2.5763605508614473
16,0.3,0.03,keywords,1.1078551781703756,2.8582191444623155
16,0.3,0.03,keywords,1.017017664703251,2.3398278296805275
16,0.3,0.03,keywords,1.1146405230051315,2.447652289145995
16,0.3,0.03,keywords,1.0546823688670857,2.484258498122443
16,0.3,0.03,keywords,1.0233187630689684,2.469012037715887
16,0.3,0.03,keywords,0.9892837428591217,2.466988172266727
16,0.3,0.03,keywords,0.9534172867546158,2.494791055566866
16,0.3,0.03,keywords,0.9353704114682032,2.5672245309693147
16,0.3,0.03,keywords,0.9623463302884109,2.273366543763059
16,0.3,0.03,keywords,0.9559459821394872,2.378346542835717
16,0.3,0.03,keywords,0.8743367999909759,2.4733957411645004
16,0.3,0.03,keywords,0.9061449490799887,2.391696247532855
16,0.3,0.03,keywords,0.9484937509357818,2.315132378864121
16,0.3,0.03,keywords,0.8456027087749571,2.2404533566670986
16,0.3,0.03,keywords,0.8740327463571962,2.324961380626854
16,0.3,0.03,keywords,0.8705320908107868,2.322434133325545
16,0.3,0.03,keywords,0.8352307012667387,2.2564498203413965
16,0.3,0.03,keywords,0.784744735591522,2.2186460881527226
16,0.3,0.03,keywords,0.7819327131858986,2.3333865358536925
16,0.3,0.03,keywords,0.7664067409472443,2.0300506733632933
16,0.3,0.03,keywords,0.7225225310185944,2.136696260905387
16,0.3,0.03,keywords,0.8278180489469376,2.156601084310471
16,0.3,0.03,keywords,0.7177058889395004,2.0657004032096005
16,0.3,0.03,keywords,0.7499631335502209,1.925109058286286
16,0.3,0.03,keywords,0.7189380991917226,2.046048387234227
16,0.3,0.03,keywords,0.7089206589319459,1.933981251501722
16,0.3,0.03,keywords,0.6781475970735702,1.9395079247884937
16,0.3,0.03,keywords,0.7369105468899957,2.1107662793657997
16,0.3,0.03,keywords,0.6010179459915804,1.8758882524272096
16,0.3,0.03,keywords,0.6420477219618163,1.8607691962054804
16,0.3,0.03,keywords,0.6370235058563198,2.0970747905208778
16,0.3,0.03,keywords,0.6817726797246964,1.9014759486321522
16,0.3,0.03,keywords,0.6120798362111051,1.9613792778513994
16,0.3,0.03,keywords,0.634093641609721,1.957293509782435
16,0.3,0.03,keywords,0.6952790460482251,2.153041872205266
16,0.3,0.03,keywords,0.5873959717324411,1.7589100955748425
16,0.3,0.03,keywords,0.5883913545590332,1.9176416065330093
16,0.3,0.03,keywords,0.5725134819428047,1.7410157808643838
16,0.3,0.03,keywords,0.5995239345229321,1.7890420323911782
16,0.3,0.03,keywords,0.6056098769802633,1.8526426195471088
16,0.3,0.03,keywords,0.6382473955794671,1.671603908818776
16,0.3,0.03,keywords,0.5730016074115765,1.6719990533147693
16,0.3,0.03,keywords,0.5499417959983567,1.6422261957590725
16,0.3,0.03,keywords,0.5503571830292144,1.8224653609239416
16,0.3,0.03,keywords,0.5307467342236497,1.720779205156354
16,0.3,0.03,keywords,0.5322750886243295,1.808776960978638
16,0.3,0.03,keywords,0.5301672046573673,1.6981660422907594
16,0.3,0.03,keywords,0.5571091434790245,1.8053807815884297
16,0.3,0.03,keywords,0.5292911348876908,1.7491360085065852
16,0.3,0.03,keywords,0.5499151745692266,1.7922075917514018
16,0.3,0.03,keywords,0.5186133682320682,1.8914747924377844
16,0.3,0.03,keywords,0.5072715099811818,1.7943427458076409
16,0.3,0.03,keywords,0.48705946038642833,1.608099959898935
16,0.3,0.03,keywords,0.5490079210292252,1.705259824673901
16,0.3,0.03,keywords,0.5340723468599186,1.7348668604945543
16,0.3,0.03,keywords,0.4753297129627652,1.7525946835370378
16,0.3,0.03,keywords,0.492700291124324,1.8102270235824847
16,0.3,0.03,keywords,0.5167679738053771,1.7333225162718657
16,0.3,0.03,keywords,0.4694325581983559,1.71441354789259
16,0.3,0.03,keywords,0.4905488315616936,1.6551654121212556
16,0.3,0.03,keywords,0.444973223370649,1.541666018674385
16,0.3,0.03,keywords,0.4798770031811822,1.6948994656465457
16,0.3,0.03,keywords,0.4543871836351264,1.7756977508396585
16,0.3,0.03,keywords,0.4555989153834278,1.5731019123590182
16,0.3,0.03,keywords,0.4575056936408662,1.5849389937621623
16,0.3,0.03,keywords,0.45296201678171777,1.645281159347074
16,0.3,0.03,keywords,0.43740467597072596,1.5990933121216462
16,0.3,0.03,keywords,0.42138669708504906,1.4564735196682768
16,0.3,0.03,keywords,0.42922165211117735,1.802791144400734
16,0.3,0.03,keywords,0.4434884411661814,1.6711495195989678
16,0.3,0.03,keywords,0.42957517897834646,1.537507083020187
16,0.3,0.03,keywords,0.41667187429955477,1.701881734453152
16,0.3,0.03,keywords,0.3888397158113685,1.6694510150160489
16,0.3,0.03,keywords,0.4516369124745361,1.4878757433359153
16,0.3,0.03,keywords,0.3984325231017069,1.5344871129812223
16,0.3,0.03,keywords,0.405591809356925,1.516816605305554
16,0.3,0.03,keywords,0.4225838569236756,1.6306734579594149
16,0.3,0.03,keywords,0.39288419069322567,1.5901838934533499
16,0.3,0.03,keywords,0.40247453541712813,1.626731655597661
16,0.3,0.03,keywords,0.4269941842287633,1.5254373340408323
16,0.3,0.03,keywords,0.39613091561775843,1.4982131311488744
16,0.3,0.03,keywords,0.3874690923306541,1.6861730523530676
16,0.3,0.03,keywords,0.38815610743605367,1.6288459850920198
16,0.3,0.03,keywords,0.3750913203017959,1.697774261628355
16,0.3,0.03,keywords,0.3804260581825955,1.6270523639770254
16,0.3,0.03,keywords,0.37121328447704166,1.523322490435813
16,0.3,0.03,keywords,0.3542461708085706,1.4201138254009336
16,0.3,0.03,keywords,0.36020662074968873,1.5805093456297121
16,0.3,0.03,keywords,0.3952799537147948,1.4612672836763179
16,0.3,0.03,keywords,0.37953398005327876,1.6716122035394834
16,0.3,0.03,keywords,0.3574557912204008,1.621232383249768
16,0.3,0.03,keywords,0.33066191306141507,1.6201645947852414
16,0.3,0.03,keywords,0.3901208394356391,1.4805128748298566
16,0.3,0.03,keywords,0.3684821019067099,1.38059955902729
16,0.3,0.03,keywords,0.35255003867322315,1.5138812513529585
16,0.3,0.03,keywords,0.3678431392302699,1.5188732863187733
16,0.3,0.03,keywords,0.3119211501411111,1.5356656787428573
16,0.3,0.03,keywords,0.3352095624317513,1.3959920981025877
16,0.3,0.03,keywords,0.3350390246944069,1.6552316438738568
16,0.3,0.03,keywords,0.34378131184327554,1.4870583285354848
16,0.3,0.03,keywords,0.32790230266553455,1.5148354130767803
16,0.3,0.03,keywords,0.32750815454929294,1.5916386088022942
16,0.3,0.03,keywords,0.34064954549193105,1.4915301460949975
16,0.3,0.03,keywords,0.3219324440210209,1.4498971478382263
16,0.3,0.03,keywords,0.3251700552383268,1.4830450243237059
16,0.3,0.03,keywords,0.31164441682640887,1.3560613791017986
16,0.3,0.03,keywords,0.27983059082750544,1.4511535543784715
16,0.3,0.03,keywords,0.2875337253041981,1.414128510100767
16,0.3,0.03,keywords,0.29784720096859074,1.498434129371265
16,0.3,0.03,keywords,0.3128203837660328,1.3746031102257423
16,0.3,0.03,keywords,0.2754052649716256,1.4676589551965409
16,0.3,0.03,keywords,0.29483285243453666,1.5216303101532902
16,0.3,0.03,keywords,0.30379865718178783,1.4445637148882364
16,0.3,0.03,keywords,0.29821745171899944,1.4818211118946638
16,0.3,0.03,keywords,0.3029082828943583,1.4931868501055972
16,0.3,0.03,keywords,0.2817443317711991,1.458884956388507
16,0.3,0.03,keywords,0.29692108873881207,1.4599822615113167
16,0.3,0.03,keywords,0.30064845396145323,1.3918056192620298
16,0.3,0.03,keywords,0.27222193061236605,1.403036205786733
16,0.3,0.03,keywords,0.29112161044650176,1.4486735405158822
16,0.3,0.03,keywords,0.26454552720295604,1.2550278459667572
16,0.3,0.03,keywords,0.2785779838737965,1.3406543100491741
16,0.3,0.03,keywords,0.29657787607526664,1.526085051254329
16,0.3,0.03,keywords,0.2750446353893618,1.4056590538091474
16,0.3,0.03,keywords,0.25843425085674626,1.3680744341233175
16,0.3,0.03,keywords,0.2846852955239756,1.53592782075159
16,0.3,0.03,keywords,0.2662969727970204,1.3803319745203524
16,0.3,0.03,keywords,0.2611923763646791,1.537858792203137
16,0.3,0.03,keywords,0.26004101892245896,1.5207471808879824
