architecture,dropout,lr,node_features,train_mse,test_mse
16,0.5,0.01,keywords,334.20241749930483,329.39644925976467
16,0.5,0.01,keywords,330.40631362917543,325.51297943822186
16,0.5,0.01,keywords,326.30027273105617,321.4410090668957
16,0.5,0.01,keywords,321.7562374341998,317.38452146624184
16,0.5,0.01,keywords,316.9347886016675,312.18804375005783
16,0.5,0.01,keywords,311.2615978410138,307.4732639364482
16,0.5,0.01,keywords,305.43756927848995,301.46577828179664
16,0.5,0.01,keywords,298.63116735552774,295.5744833636675
16,0.5,0.01,keywords,291.8000672458934,287.93631706553185
16,0.5,0.01,keywords,284.56304640728405,280.90310264794664
16,0.5,0.01,keywords,277.14565891823906,272.9982237809583
16,0.5,0.01,keywords,268.10358557717115,264.3665815885427
16,0.5,0.01,keywords,260.28245735941607,255.94003499079028
16,0.5,0.01,keywords,250.7611129376266,248.77197673533578
16,0.5,0.01,keywords,241.993777758227,237.81979156934585
16,0.5,0.01,keywords,232.38059803948863,228.3874853681907
16,0.5,0.01,keywords,221.20523143570915,217.4015187717756
16,0.5,0.01,keywords,211.34512242108832,209.24102342866553
16,0.5,0.01,keywords,201.80686623031727,199.02555801843778
16,0.5,0.01,keywords,190.4054286672378,187.22223189775053
16,0.5,0.01,keywords,180.4618847805573,177.53174320637106
16,0.5,0.01,keywords,167.97267388242554,167.36844973559016
16,0.5,0.01,keywords,155.24061261573829,156.2294228604622
16,0.5,0.01,keywords,144.91352043006137,144.2950098797394
16,0.5,0.01,keywords,134.03969931910723,132.05344833209074
16,0.5,0.01,keywords,126.55901940243108,124.79686245740984
16,0.5,0.01,keywords,115.84158767987276,112.04130411364461
16,0.5,0.01,keywords,103.59597416387814,107.20845985856832
16,0.5,0.01,keywords,96.20986379473352,92.15683785766052
16,0.5,0.01,keywords,90.19763507313085,90.33472440375112
16,0.5,0.01,keywords,79.21260857103486,78.21229564741837
16,0.5,0.01,keywords,72.51505129710847,75.16839824682498
16,0.5,0.01,keywords,65.97686612210602,63.4969240897685
16,0.5,0.01,keywords,62.04548328598415,61.89562275293342
16,0.5,0.01,keywords,52.86564205310624,56.982086301897134
16,0.5,0.01,keywords,50.93481009440804,53.38896727589244
16,0.5,0.01,keywords,49.20574505182244,50.89963405689882
16,0.5,0.01,keywords,44.349552902592535,48.3357323057953
16,0.5,0.01,keywords,44.4752004794605,45.787129866268316
16,0.5,0.01,keywords,41.34835391881339,45.03173034616178
16,0.5,0.01,keywords,43.507768382496444,47.84794255986599
16,0.5,0.01,keywords,42.54320722304546,45.01591755154244
16,0.5,0.01,keywords,44.92399677698503,46.991513442556936
16,0.5,0.01,keywords,44.44102012566783,44.39150023478101
16,0.5,0.01,keywords,44.10548658972901,46.05207130094575
16,0.5,0.01,keywords,46.71471051147428,45.12769602803063
16,0.5,0.01,keywords,46.16057546206141,44.38018319965705
16,0.5,0.01,keywords,44.949870811667,47.3202468029494
16,0.5,0.01,keywords,43.160532815826066,46.99326133142923
16,0.5,0.01,keywords,43.71862914449495,47.917168945827235
16,0.5,0.01,keywords,43.71843389708421,41.07913596268343
16,0.5,0.01,keywords,44.776052735431804,43.740431057533364
16,0.5,0.01,keywords,44.52069224088556,49.43100545194968
16,0.5,0.01,keywords,42.36392402832828,45.248928098222166
